customer_node,node_name,customer_number,customer_name_1,customer_name_2,country,city,region,postal_code,house_number_and_street,first_telephone_number,email_address,dso_type_2
"","",0041512778,DR LAURA LUO DENTISTRY,"",CA,SCARBOROUGH,ON,M1W 3W6,1027 McNicoll Ave,416-491-5658,dental1027@gmail.com,Private Practice
"","",0041521801,DR. ZIAD KASSAS,"",CA,DIDSBURY,AB,T0M 0W0,4 - 2409 16TH STREET,587-355-8318,DSDMANDY@GMAIL.COM,Private Practice
"","",0041522439,THERESE BOULAY DENTUROLOGISTE,"",CA,DONNACONA,QC,G3M 1G5,200 RUE NOTRE-DAME,418-285-2488,tesseboulay@hotmail.com,Private Practice
"","",0041510816,DENTAL WORKS ON CORNWALL,DR. RAFIA PIRACHA,CA,OAKVILLE,ON,L6J 0B2,1 - 1400 CORNWALL ROAD,905-842-5051,kristina@drandary.com,Private Practice
"","",0041523749,HB DR. MICHAEL COHEN,"",CA,Burlington,ON,L7L 1C8,21- 5353 Lakeshore Road,905-637-0801,drmgc@rogers.com,DSO/GPO
"","",0041522220,DR. MELVIN LEE,"",CA,AURORA,ON,L4G 7M7,15 BAYWELL CRESCENT,613-794-2533,haitmelvin@gmail.com,Private Practice
"","",0041524955,Westhill Dental Clinic,Dr. Fan Lui,CA,NANAIMO,BC,V9S 5W4,1808 Bowen Road,250 754 9903,info@westhilldentalclinic.com,Private Practice
"","",0041514259,DR. ANDREW CHU,"",CA,ABBOTSFORD,BC,V2S 3P3,101 - 2216 MCCALLUM RD,604-853-5757,DRCHU2216@GMAIL.COM,Private Practice
"","",0041512605,DR. DAVID WILKIE,"",CA,SURREY,BC,V4A 4H1,102 - 1647 140 STREET,604-535-4499,reception@southsurrey.dental,Private Practice
"","",0041509824,DR. RICHARD J SILVANO,"",CA,SAULT STE. MARIE,ON,P6A 5X8,301 - 212 QUEEN ST E,705-949-5661,silvanodentistry@outlook.com,Private Practice
"","",0041508998,DR. SUNJAY GANDHI DENTISTRY PROF CO,"",CA,WHITBY,ON,L1R 3P8,3 - 10 MEADOWGLEN DR,905-430-0555,info@meadowglendental.com,Private Practice
"","",0041511313,DR. GHASSAN EL-ONSI INC.,"",CA,POINTE-CLAIRE,QC,H9R 5K3,302 - 955 BOUL ST JEAN,514-694-8880,ADMIN@PUR.CA,Private Practice
"","",0041510997,DR HOWARD TONG,"",CA,ETOBICOKE,ON,M9W 4K8,204 - 2141 KIPLING AVENUE,416-743-0351,"",Private Practice
"","",0041523582,DR ALI TAVAKOL DENTAL OFFICE,DR. ALI TAVAKOL,CA,TORONTO,ON,M6P 1Z8,3084 DUNDAS STREET WEST,647-588-2200,ALITAVAKOL2004@YAHOO.COM,Private Practice
"","",0041510226,AIRDRIE DENTURE CENTRE LTD,"",CA,AIRDRIE,AB,T4B 2B4,216 MAIN STREET N,403-948-7377,"",Private Practice
"","",0041501070,Dr. Brian  D. Goldenberg,"",CA,Vancouver,BC,V5Z 1H9,1014-750 West Broadway,604-874-4245,"",Private Practice
"","",0041507593,DR. ROSHINI GOVINDASAMY,MURRAYA DENTAL CENTRE,CA,WHITEHORSE,YT,Y1A 1H1,4069 4TH AVE.,867-633-4401,"",Private Practice
"","",0041500216,IMPLANT QUEBEC INC.,"",CA,QUEBEC,QC,G1W 2P9,3105 Boul Hochelaga,418-658-5177,accueil@implantquebec.com,Private Practice
"","",0041514639,Dr. Devinder Sehgal,"",CA,BRAMPTON,ON,L6T 3J1,206-40 Finchgate Boulevard,905 792 2306,"",Private Practice
"","",0041519974,DR. LINDA BACIC,"",CA,BURLINGTON,ON,L7P 3B6,1505 GUELPH LINE,905-332-5004,"",Private Practice
"","",0041507329,DR. JIM BONAR,CHANCELLOR DENTAL GROUP,CA,BRANDON,MB,R7A 5A8,343A 18TH STREET,204-727-5885,chancellordental@wcgwave.ca,Private Practice
"","",0041500917,Dr. David Fielding,"",CA,BURLINGTON,ON,L7R 3M4,200- 500 GUELPH LINE,905-637-8115,fieldinghealthcare@on.aibn.com,Private Practice
"","",0041516032,EVEREST DENTAL,DR. CHARIF EL-HINDI,CA,WATERLOO,ON,N2V 2S9,B- 645 LAURELWOOD DRIVE,226-444-6444,SMILE@EVERESTDENTAL.CA,Private Practice
"","",0041515780,SPRING HILL DENTAL,DR. DAVID WOLLE,CA,THE PAS,MB,R9A 1K8,103a - Otineka Mall hwy 10 north,204-623-1999,Laura.springhilldental@gmail.com,Private Practice
"","",0041501832,Dr. Payam Fakhri,Dr. Peter Markle,CA,Scarborough,ON,M1S 4V5,"204 - 4040 Finch Ave., East",416-291-1494,"",Private Practice
"","",0041514230,DR. SENIA BOBANOVIC,"",CA,BURNABY,BC,V5C 2J7,4351 HASTINGS STREET,604 299 1099,"",Private Practice
"","",0041517364,DR. DON DEMPSEY,"",CA,BATHURST,NB,E2A 4W1,203 - 275 MAIN STREET,506 548 8331,DEMPSEYD@NB.SYMPATICO.CA,Private Practice
"","",0041525684,THORNTON DENTAL CENTRE,DR.OLEKFII SOLOVIOV,CA,THORNTON,ON,L0L 2N0,7 - 4171 INNISFIL BEACH ROAD,(705) 458-0775,alex.soloviov@yahoo.ca,Private Practice
"","",0041525804,ESPACE DENTAIRE ST-JOSEPH,Dr. Valérie Leclerc,CA,SAINT-JOSEPH-DE-BEAUCE,QC,G0S 2V0,849 AVENUE DU PALAIS,418-397-4351,info@espacedentairestjoseph.com,Private Practice
"","",0041525847,Orchard Family Densitry,Dr. Dominic Ling,CA,BURLINGTON,ON,L7L 0J4,5220 Dundath Street,905 315 9937,dr.dominic.tl.ling@gmail.com,Private Practice
"","",0041522568,LAKESIDE DENTURE CENTRE,MR. TIM HARNETT,CA,SOUTHAMPTON,ON,N0H 2L0,153 HIGH STREET,519-797-1499,LAKESIDE.DENTURES@GMAIL.COM,Private Practice
"","",0041508130,Clareo Hull,"",CA,GATINEAU,QC,J8Y 4B6,3 - 717 BOUL SAINT JOSEPH,819-777-2902,caromarc@allstream.net,Private Practice
"","",0041516921,CERALL DENTAL LAB,MR. LASLO BENGA,CA,WINNIPEG,MB,R2M 3S7,1032 A SAINT MARY'S ROAD,204 294 0051,info@cerall.com,Private Practice
"","",0041514400,DR. JEAN-PHILIP DION,"",CA,QUEBEC,QC,G3K 2P8,201-1147 BOULEVARD PIE XI NORD,418 842 2442,"",Private Practice
"","",0041525944,Lakeview Dental Services,Adams Skarbek,CA,KINCARDINE,ON,N2Z 1Z7,736 Queen Street,519 396 3339,lakeview2@kincardinedentist.com,Private Practice
"","",0041526018,Paisley Dental,Dr. Thamara Marchinai Obregon,CA,GUELPH,ON,N1K 1X6,108-11 995 Paisley Roadd,519-824- 2966,Admin@paisleydental.com,Private Practice
"","",0041524480,Finchwood Dental,Dr. Sanjeev Kumar,CA,Toronto,ON,M9W 0B3,6640 Finch Ave W,416 646 0808,drsarbjeet20@gmail.com,Private Practice
"","",0041503638,Panamount Dental Lab,Residence,CA,Calgary,AB,T3K 0H3,105 PANATELLA HEATH N.W.,403-567-1421,marcus@pdlaboratory.ca,Private Practice
"","",0041502896,DR JAMES VLAHOS,"",CA,ST CATHARINES,ON,L2N 2E8,282 GENEVA ST,905-937-4673,jrdds@bellnet.ca,Private Practice
"","",0041500552,Clinique De Denturologie,A/S Johanne Tetu,CA,St-Jerome,QC,J7Z 2A2,416 RUE PARENT,450-565-9799,"",Private Practice
"","",0041513149,SIMON DENTAL STUDIO,SIMON CHO,CA,ETOBICOKE,ON,M9C 1C6,290 THE WEST MALL,905-949-2580,simondentalstudio@gmail.com,Private Practice
"","",0041524331,DRE MIREILLE HOMSY,DRE MIREILLE HOMSY,CA,MONTREAL,QC,H2B 1J9,2193 RUE FLEURY EAST,514 383 0044,mireille.homsy@videotron.ca,Private Practice
"","",0041524900,Dr. Joanne Burke,Joanne Burke,CA,SYDNEY,NS,B1R 1B5,707 WEST MOUNT ROAD,902 539 0550,burkedds@outlook.com,Private Practice
"","",0041525068,Dr. Dana Coman Dentistry,Dr. Dana Coman,CA,GUELPH,ON,N1H 4J4,308-85 Norfolk Street,519 829 8000,drpriyabhagat@dentalsmile.ca,Private Practice
"","",0041523331,CLINIQUE DAC,DR. MARINA KRILOVA,CA,WESTMOUNT,QC,H3Z 1B8,4141 SHERBROOKE OUEST,514 934 0748,marina.Krilova@gmail.com,Private Practice
"","",0041513009,DENTURE DESIGN & IMPLANTS,YVONNE ROSAL & NICOLE DANDENO,CA,SUDBURY,ON,P3A 3T4,4 - 555 BARRYDOWNE ROAD,249 979 0057,YVONNEDDANDI@GMAIL.COM,Private Practice
"","",0041525714,Hanoudi & Hannoudi DPC,Sinan Hannoudi,CA,OAKVILLE,ON,L6L 1H3,3-2330 Lakeshore Road West,905-847-5506,Hannoudidental@gmail.com,Private Practice
"","",0041516676,TOWN DENTAL,JACK CHIU,CA,BRAMPTON,ON,L6Y 3B2,3 - 4 MCLAUGHLIN ROAD SOUTH,905 456 2082,INFO@TOWNDENTAL.CA,Private Practice
"","",0041516930,ABUNDANCE DENTAL & WELLNESS CENTRE,DR. TIM LO,CA,SURREY,BC,V3Z 0Z5,203 -15292 CROYDON DR,604 560 3868,abundancedental@gmail.com,Private Practice
"","",0041523391,DRE SOPHIE BERNARD,DRE SOPHIE BERNARD,CA,POINTE-CLAIRE,QC,H9R 5M9,403-755 boul Saint-Jean,514-630-6899,COMMANDES@PAROIMPLANTO.CA,Private Practice
"","",0041524933,Brian Wiens Dentistry Professional,Dr. Brian Weins,CA,KINGSTON,ON,K7M 8H9,732 Arlington Park Place,613) 634-6221,brian@kingstonperio.coim,Private Practice
"","",0041519305,NORTH RICHMOND HILL FAMILY & COSMET,DR. RITA ROSTAMI,CA,RICHMOND HILL,ON,L4C 3E4,2-10850 YOUNGE STREET,905-770-2111,RHFCDENTISTRY@HOTMAIL.COM,Private Practice
"","",0041525722,Expo Yaletown Dentist,Dr. Cornel Ciocarlan - Gabor,CA,VANCOUVER,BC,V6Z 2W1,903 Expo Boulevard,604-983-8889,info@expodentist.com,Private Practice
"","",0041524724,Dr. Maher Alazzam,Dr. Maher Alazzam,CA,ST CATHARINES,ON,L2W 1C2,6 Videl Crescent,905-348-5392,maheralazzam@gmail.com,Private Practice
"","",0041519050,CHEMAINUS FAMILY DENTAL,DR. ERIC MEINER,CA,CHEMAINUS,BC,V0R 1K0,2849 OAK STREET,250-246-9921,chemainusfamdent@shaw.ca,Private Practice
"","",0041514928,ASHRAF DENTISTRY PROF. CORP.,DR. KHURRUM ASHRAF,CA,WATERLOO,ON,N2K 3T6,55 NORTHFIELD DRIVE EAST,519 725 9585,drka@drkashraf.com,Private Practice
"","",0041506957,CENTRE DENTAIRE DAGENAIS,DR LINE HACHE,CA,LAVAL,QC,H7R 1L7,4793 BOULEVARD DAGENAIS Ouest,450-962-2882,linehache@videotron.ca,Private Practice
"","",0041510990,ORLEANS DENTAL CENTRE,"DRS. KAUFMAN, KADAMANI, LEWIS,SOTER",CA,ORLEANS,ON,K1C 1S6,301 - 2555 ST. JOSEPH BLVD,613-824-3888,"",Private Practice
"","",0041512014,DR. DEAN KOZAK,LAKESIDE DENTAL,CA,KENORA,ON,P9N 1K9,3 MIKE RICHARDS WAY,807-468-3374,"",Private Practice
"","",0041501564,Strobl Dental Lab,Residence,CA,Winnipeg,MB,R2V 4H2,84 Red River Blvd,204-339-3993,strobldentallab@strobldental.ca,Private Practice
"","",0041510031,DR. ANDRE LEBIRE,MENTORUM,CA,QUEBEC,QC,G2J 1B8,200 - 4715 AVE DES REPLATS,418-781-0465,"",Private Practice
"","",0041506628,DR PAUL STAMBOULIS,COMPLEXE DESJARDINS,CA,MONTREAL,QC,H5B 1B5,160 NIVEAU PLACE  CP 457,514-849-9578,"",Private Practice
"","",0041522970,PATRICK M. MIRON PROF. DENTISTRY CO,DR. PATRICK MIRON,CA,OTTAWA,ON,K1J 6N2,1942 MONTREAL ROAD,613-321-0265,patrickmmiron@ogilviedental.com,Private Practice
"","",0041521697,Dr. Mark Movshovich,"",CA,Willowdale,ON,M2R 3T5,203 - 5927 Bathurst  Street,416-229-6460,Mark.movshovich@gmail.com,Private Practice
"","",0041509370,DR. MAHTAB DEHGHANI,"",CA,VANCOUVER,BC,V6C 3P8,50 - 323 JERVIS ST,604-685-9851,"",Private Practice
"","",0041515997,WEST SIDE FAMILY DENTAL,DR. ELAHEH RAHIMI,CA,EDMONTON,AB,T5R 1W2,201 - 8708 155 STREET NORTHWEST,780-900-3991,elirahimi@yahoo.com,Private Practice
"","",0041501036,ST. GABRIEL DENTAL CENTRE,Dr. Berge Ghorghorian,CA,North York,ON,M2K 1B7,678 Shepard Avenue East,416-335-9139,INFO@STGABRIELDENTAL.COM,Private Practice
"","",0041511387,DR. CHARLES LEBLANC,"",CA,SHEDIAC,NB,E4P 2R4,51 RUE STE-ANNE,506-533-3900,"",Private Practice
"","",0041506208,DRE JULIE-BRIGITTE ROY,"",CA,SAINTE-JULIE,QC,J3E 2K9,201-1675 RUE PRINCIPALE,450-338-4454,julie.brigitte@videotron.ca,Private Practice
"","",0041501544,Laboratoire Dentas,"",CA,Montreal,QC,H3S 1Z8,500-6000 Cote Des Neiges,514-735-2759,"",Private Practice
"","",0041505796,BULGER DENTISTRY PROFESSIONAL CORP,"",CA,Etobicoke,ON,M8X 1C4,3034 Bloor Street West,416-231-4811,joanne@royalyorkdental.com,Private Practice
"","",0041508466,DR. CURTIS RYTZ,"",CA,CALGARY,AB,T2J 6A5,290-11012 MACLEOD TRAIL S.E.,403-278-1377,drcrytz@shaw.ca,Private Practice
"","",0041501226,Rosedale Periodontics,Dr. Alan Hiltz,CA,TORONTO,ON,M5R 1G2,68-68 Scollard Street,416-929-4867,info@rosedaleperio.com,Private Practice
"","",0041508569,DR DAVID CLIFFORD,"",CA,SAINT JOHN,NB,E2J 1A1,99 BAYSIDE DR,506-657-5052,"",Private Practice
"","",0041501414,Dr. Robert Klein,Dentistry Professional Corp.,CA,North York,ON,M2N 6S6,630 -25 Sheppard Ave West,416-733-9978,omfsassociates@rogers.com,Private Practice
"","",0041509010,STRAWBERRY HILL FAMILY DENTAL,DR BRYAN LEE,CA,SURREY,BC,V3W 3M8,7180 120 STREET,604-594-1551,INFO@STRAWBERRYHILLDENTAL.COM,Private Practice
"","",0041506518,DR KARAPET  GUEKOZIAN,"",CA,MONTREAL,QC,H3G 1P9,420-1396 RUE ST CATHERINE O,514-866-8293,"",Private Practice
"","",0041509409,DR. ALEXANDRA BENDIC,(Inside superstore),CA,EDMONTON,AB,T5S 1B5,17303 STONY PLAIN RD NW,780-484-0808,alexandra.bendic@shaw.ca,Private Practice
"","",0041522869,GEORGIAN FAMILY DENTISTRY,DR. TIM PRINGLE,CA,OWEN SOUND,ON,N4K 4K8,1415 FIRST AVENUE,519-376-3225,contact@GeorgianFamilyDentistry.com,Private Practice
"","",0041508862,OKOTOKS DENTAL LAB,"",CA,OKOTOKS,AB,T1S 1J8,53 ELMA ST,403-938-0377,okotoksdentallab@telus.net,Private Practice
"","",0041520141,PARO GATINEAU,DR. HOUDA LALLALI,CA,GATINEAU,QC,J8Y 3P6,100-30 RUE DUCHARME,819-525-9255,LALLALI.HAODA@GMAIL.COM,Private Practice
"","",0041522566,CLINIQUE DE DENTUROLOGIE HAJJAR,DR FIRAS HAJJAR,CA,LONGUEUIL,QC,J4G 2M6,643 RUE ADONCOUR,450-651-2727,FIRAS.HAJJAR@GMAIL.COM,Private Practice
"","",0041500929,Dr. Helene Fishman,"",CA,KIRKLAND,QC,H9H 3B5,2867 Boul St-Charles,514-694-7440,hfishman@videotron.ca,Private Practice
"","",0041509981,DR YVON BERGERON,"",CA,SHERBROOKE,QC,J1J 3A5,706 BOUL JACQUES-CARTIER N,819-823-9707,yvon.bergeron7@gmail.com,Private Practice
"","",0041514032,DR. ATUL PRUTHI DENTAL CORPORATION,"",CA,WINNIPEG,MB,R3C 0W8,606 BROADWAY,204-775-8224,"",Private Practice
"","",0041523242,PORT STANLEY DENTISTRY,DR. NEHAL AL TARHUNI,CA,PORT STANLEY,ON,N5L 1C3,286 BRIDGE STREET,226-658-2891,portstanleydentistry@gmail.com,Private Practice
"","",0041509576,DR. DEIRDRE M DENIS,"",CA,TORONTO,ON,M4P 2H5,2476 YONGE STREET,416-483-4343,info@yongeeglintondentist.com,Private Practice
"","",0041525415,BELMONT DENTAL CLINIC,GHASAQ AL-BAKKAL DMD,CA,BELMONT,ON,N0L 1B0,14091 BELMONT ROAD,519-644-0941,office@belmontdentalclinic.com,Private Practice
"","",0041513559,DENTISTE KNIGHT,"",CA,GATINEAU,QC,J8X 2V6,22 EDDY UNIT 110,819 770 3368,Chantalknight@hotmail.com,Private Practice
"","",0041515301,Laboratoire Dentaire Ozak,"",CA,Montreal,QC,H1T 1W1,5156 Beaubien Est,514-728-6789,labo.ozak@gmail.com,Private Practice
"","",0041514420,GENERATIONS FAMILY DENTAL,DR. DANA HARDY,CA,ST. ALBERT,AB,T8N 7X6,540-1115 SAINT ALBERT TRAIL,780-460-8707,"",Private Practice
"","",0041517614,DR. SANDEEP DHESI,OMFS,CA,CALGARY,AB,T3E 7E6,4555 RICHARDSON ROAD SW,403 242 2600,DHESIBOOKING@GMAIL.COM,Private Practice
"","",0041513387,1 DENTAL UNIT DETACHMENT,CFB PETAWAWA,CA,PETAWAWA,ON,K8H 2X3,67 SOMME ROAD,613-687-5511-...,celeidgh.walker@forces.gc.ca,Private Practice
"","",0041526067,COPPER CLIFF DENTAL OFFICE,Dr. Robert Ulrichsen,CA,COPPER CLIFF,ON,P0M 1N0,17 SERPENTINE STREET,705-682-0622,bobbren@vianet.ca,Private Practice
"","",0041500583,Contour Dental Ceramics,"",CA,Victoria,BC,V8T 2B5,1396 HILLSIDE AVENUE,250 384 0811,contourdentallaurie@gmail.com,Private Practice
"","",0041508055,DR KEVIN TREGER,"",CA,Thornhill,ON,L4J 6X3,17-18 - 398 Steeles Avenue West,905-660-5129,drltreger@rogers.com,Private Practice
"","",0041518300,DR. ANDREW MCFARLANE,"",CA,MOUNT FOREST,ON,N0G 2L2,3-392 MAIN STREET NORTH,519-323-4240,Kelsey@mcfarlanefamilydental.ca,Private Practice
"","",0041512749,DR GLORIA TANG,"",CA,VANCOUVER,BC,V5V 3C4,988 Kingsway,604-872-7877,gloriatangdmd@gmail.com,Private Practice
"","",0041506993,DRE JOELLE MARCIL,"",CA,MONTREAL,QC,H2K 1B4,1823 SHERBROOKE ST E.,514-524-6848,"",Private Practice
"","",0041509580,DR. IAN LOW,"",CA,VANCOUVER,BC,V6M 1Y7,203 - 2031 WEST 41ST AVE,604-266-1151,drianclow@gmail.com,Private Practice
"","",0041504058,Dental on Fort,"",CA,Victoria,BC,V8R 6R3,202 - 1964 Fort St,250-595-3377,reception@drbjornson.com,Private Practice
"","",0041502489,Mueller's Dental Arts Laboratory,"",CA,BEDFORD,NS,B4A 1B8,1156 BEDFORD HIGHWAY,902-429-2229,"",Private Practice
"","",0041521464,Orthodontic Department University o,"",CA,MONTREAL,QC,H3V 1H9,3525 Ch. Queen Mary,"",residents.ortho.udem@gmail.com,Private Practice
"","",0041523215,HSS,"",CA,QUEBEC,QC,G1S 4L8,1050 CHEMIN SATINE-FOY,"","",Private Practice
"","",0041519894,Dr. Jaime Guerrero,"",CA,Toronto,ON,M6L 3G4,156 Rory Rd,519 836 6888,info@canadianplacedentistry.com,Private Practice
"","",0041521063,Mavis Burnhamthorpe Dentistry,"",CA,Mississauga,ON,L5B 2C4,626 Burnhamthorpe Road W,905-290-6666,info@eyesmile.ca,Private Practice
"","",0041521315,Lakeside Family Dental,"",CA,Burlington,ON,L7L 1C8,5353 Lakeshore Road,905-637-0801,eilyadh@gmail.com,Private Practice
"","",0041521077,Deer Ridge Dental,"",CA,Kitchener,ON,N2P 2E9,4 - 4293 King Street East,519-650-1111,hm@dentalgroup.ca,Private Practice
"","",0040634336,Dr. Ernest C. Cholakis,"",CA,Winnipeg,MB,R3P 0N5,120-2025 Corydon Avenue,204 488 0550,"",Private Practice
"","",0041523596,Mulkins Main Dental,"",CA,Manotick,ON,K4M 1A8,5494  Main st,613-491-8800,"",Private Practice
"","",0041514386,OMIC,"",CA,CALGARY,AB,T2R 1M6,"507, 1333 - 8TH STREET SOUTHWEST",403 547 6642,"",Private Practice
"","",0041523146,Dr. Karim Habib Profesional Corpora,"",CA,Etobicoke,ON,M8Y 3Y9,119-200 Manitoba St,647 292 5652,karimhabib@live.ca,Private Practice
"","",0041508030,DR BAHAEDDIN AZIZI,"",CA,NORTH VANCOUVER,BC,V7P 1T2,1232 MARINE DRIVE,604-987-8770,"",Private Practice
"","",0041505351,BENOIT HEBERT,"",CA,SAINT-JEROME,QC,J7Z 5B8,570 ST-GEORGES,514-824-6951,"",Private Practice
"","",0041517111,DR. JENNY CHU,"",CA,NEPEAN,ON,K2B 6M9,UNIT 915-25 WOODRIDGE CRESCENT,647-978-4862,jennyyy.chu@mail.utoronto.ca,Private Practice
"","",0041517253,DR. ARSELAN POORSINA,"",CA,KINGSTON,ON,K7L 2V7,76 STUART STREET,647 998 6684,"",Private Practice
"","",0041522368,"DR. AMY BELLAMY, INC.","",CA,SURREY,BC,V3S 9A5,102- 15137 56TH AVENUE,604-313-6372,amybellamy@mac.com,Private Practice
"","",0041519735,DR. ALLEN APTEKAR,"",CA,CONCORD,ON,L4K 1T7,80 GLEN SHIELDS AVENUE,647 203 7723,"",Private Practice
"","",0041523204,DR. ALBANA RAMA,"",CA,FERGUS,ON,N1M 2R3,804 TOWER STREET S,416-433-4282,albana.rama@yahoo.com,Private Practice
"","",0041516138,Laboratoire Dentaire Laroche,"",CA,LAVAL,QC,H7V 2V5,205- 1130 Bd du Curé-Labelle,514-812-7411,Laboratoiredentairelaroche@hotmail.com,Private Practice
"","",0041521988,DR. DONATIENNE GILAIN,"",CA,VERDUN,QC,H3E 1A2,100 - 1 PLACE DU COMMERCE,514-769-3939,dgilain@hotmail.com,Private Practice
"","",0041512746,DR. DAVID LONDON,"",CA,VANCOUVER,BC,V6N 3E7,3579 41st AVE. W.,604-266-6232,"",Private Practice
"","",0041515898,LABORATOIRE DENTAIRE T&T INC.,"",CA,SAINT-HUBERT,QC,J3Y 1W2,3960 FORESTER,514-812-5949,laboratoirett@gmail.com,Private Practice
"","",0041513044,Cosmos Ceramic,"",CA,Calgary,AB,T2J 0N3,137 - 755 Lake Bonavista Drive SE,403-238-4554,"",Private Practice
"","",0041514274,ASHA DENTAL DENTRE,"",CA,BURNABY,BC,V5E 0A6,7129 ARCOLA STREET,604 523 1101,info@ashadental.com,Private Practice
"","",0041514986,"Dr. Tom Weir, DMD","",CA,Clearwater,BC,V0E 1N1,258 Park Drive,250 674 2151,"",Private Practice
"","",0041522927,DR. ROB DUNPHY & DR. MARIA DUNPHY,"",CA,ANTIGONISH,NS,B2G 2B4,48 MAIN STREET,902-863-1171,maria.dunphy@dal.ca,Private Practice
"","",0041518185,Mr Frank Loggia,"",CA,DORVAL,QC,H9S 0A8,408-795 CH BORD DU LAC,514-601-3550,frank.loggia@straumann.com,Private Practice
"","",0040602333,Dr. Cameron Clokie,"",CA,Toronto,ON,M4R 3N8,66 Avenue Road,416-922-1845,"",Private Practice
"","",0041515390,DR. SHABBIR BAKHFHI,"",CA,RICHMOND HILL,ON,L4S 0B2,303 - 1650 ELGIN MILLS ROAD,905-237-9155,drbakhfhi@rogers.com,Private Practice
"","",0041513002,"Alfred Meilun, DD","",CA,BARRIE,ON,L4N 5R7,34 Cedarpoint Drive,705-728-6810,"",Private Practice
"","",0041514938,DR. ROBERT SEGAL,"",CA,MANOTICK,ON,K4M 1A5,1160 BEAVERWOOD ROAD BOX 458,613-692-0038,"",Private Practice
"","",0041516522,GORDANA DENTAL ARTS,"",CA,TORONTO,ON,M3B 2T3,2-25 LESMILL ROAD,800 460 0211,gordana@gordanadentalarts.com,Private Practice
"","",0041514834,CLINIQUE DENTAIRE DURAND,DR. VINCENT CORRIVEAU-DURAND,CA,QUEBEC,QC,G1H 6P3,20 - 4225 4 E AVE OUEST,418-626-0017,secretaire.durand@videotron.ca,Private Practice
"","",0041501619,ART PROTHETIQUE Y.L. INC.,"",CA,Longueuil,QC,J4J 3Y7,300-2066 Chemin Chambly,450-651-3230,"",Private Practice
"","",0041501015,Paul Gayne,"",CA,Toronto,ON,M4P 1G6,49 Eglinton Ave. E.,416-481-7335,"",Private Practice
"","",0040500088,Maureen Lefebvre,"",CA,Regina,SK,S4R 4A8,3847 Sherwood Drive,306 545 7455,"",Private Practice
"","",0041508416,DR. JONATHAN MAHN,"",CA,NORTH YORK,ON,M2H 1K7,63 BEDLE AVENUE,416-480-4436,"",Private Practice
"","",0041500942,Dr. John Fong Chong,"",CA,MONTREAL,QC,H3H 1V1,112-3545 Cote Des Neiges,514-937-0968,"",Private Practice
"","",0041511147,DR. SHAWN HIGASHI,"",CA,THUNDER BAY,ON,P7E 5H7,500 - 1265 ARTHUR ST E,807-623-8535,"",Private Practice
"","",0041507117,DR. BRIAN FREUND,"",CA,UXBRIDGE,ON,L9P 1J4,49 MAIN ST. S.,905-852-2122,"",Private Practice
"","",0041511887,DR. JAMES ANDERSON,"",CA,STRATHROY,ON,N7G 2P3,323A CARADOC ST. SOUTH,519-245-0751,"",Private Practice
"","",0041511841,DR. JOSEPH ROGERS,"",CA,NIAGARA FALLS,ON,L2J 2K4,6015 MCLEOD RD,905 356 4995,appointments@mycaredentalcentre.com,Private Practice
"","",0041512085,MLLE MARIE HELENE LANTHIER,"",CA,BEDFORD,QC,J0J 1A0,79 RUE PRINCIPALE,450-248-7059,"",Private Practice
"","",0041510784,DR.. VIJAY TOHAN,"",CA,SCARBOROUGH,ON,M1K 5G8,5 - 2425 EGLINTON AVE E,905-673-7874,"",Private Practice
"","",0041510951,WELLAND DENTAL CARE,"",CA,WELLAND,ON,L3C 3W9,4 - 547 THOROLD RD,905-735-5155,"",Private Practice
"","",0041510958,DR. HEINZ SCHERLE,"",CA,SELKIRK,MB,R1A 1V2,421 MAIN ST,204-785-8662,"",Private Practice
"","",0041511150,DR. ANTHONY CHIN,"",CA,MANOTICK,ON,K4M 1A8,5494 MAIN ST,613-692-2359,"",Private Practice
"","",0041511964,DR. ROBERT HADDAD,"",CA,SAINT-LAURENT,QC,H4L 3M1,101 - 860 BOUL DECARIE,514-744-4126,"",Private Practice
"","",0041506345,MR VINCE CRUPI,"",CA,SCARBOROUGH,ON,M1R 2J7,1 & 2 1499 PHARMACY AVE,416-449-8331,"",Private Practice
"","",0041511853,LUISA ZANE - TRAINING,"",CA,GEORGETOWN,ON,L7G 6P2,126 MILLER DRIVE,416-305-7946,"",Private Practice
"","",0041504853,DR ROBERT D. COLES,"",CA,SURREY,BC,V3W 2P4,203-13766 72 AVE,604-590-2522,bcoles@telus.net,Private Practice
"","",0041500256,Dr. Daniel Blais,"",CA,Chicoutimi,QC,G7H 1T4,400 Rue Racine,418-696-0355,"",Private Practice
"","",0041509881,DR. ALLEN LEKO,"",CA,STREETSVILLE,ON,L5M 2P4,118-154 QUEEN ST S,905-542-8537,a_leko@hotmail.com,Private Practice
"","",0041510344,DR. ANDRE SHENOUDA,"",CA,POINTE-CLAIRE,QC,H9R 5M9,403 - 755 BOUL ST JEAN,514-630-6899,"",Private Practice
"","",0041502868,Dr. James Vassallo,"",CA,Mississauga,ON,L4Z 3K6,5A-295 Eglinton Ave. East,905-568-1988,"",Private Practice
"","",0041502653,Dr. Lawrence Strother,"",CA,Port Moody,BC,V3H 2B4,2508 St. Johns St,604-939-5678,"",Private Practice
"","",0041502735,DR. LES KALLOS INC,"",CA,Burnaby,BC,V5E 2V1,210-7155 Kingsway,604-526-1416,"",Private Practice
